name,price,frequency,type,size
HyperX Fury black DDR3-1333 CL9,2263,1333,1,4
HyperX Fury black DDR3-1333 CL9,3080,1333,1,8
HyperX Fury black DDR3-1333 CL9,3499,1333,1,8
HyperX Fury black DDR3-1333 CL9,5389,1333,1,16
HyperX Fury black DDR4-2400 CL15,7489,2400,2,16
"HyperX Fury Series, DDR4-2133, CL14 - 16 GB Kit",8737,2133,2,16
"HyperX Fury Series, DDR4-2133, CL14 - 8 GB Kit",22645,2133,2,8
"HyperX Fury Series, DDR4-2666, CL15 - 8 GB Kit",3333,2666,2,8
HyperX Fury white DDR3-1333 CL9,1679,1333,1,4
HyperX Fury white DDR3-1333 CL9,2729,1333,1,8
HyperX Fury white DDR3-1333 CL9,3287,1333,1,8
HyperX Fury white DDR3-1333 CL9,5547,1333,1,16
HyperX Predator DDR3-2133 CL11,0,2133,1,32
HyperX Predator DDR3-2133 CL11,0,2133,1,8
HyperX Predator DDR3-2133 CL11,11013,2133,1,16
HyperX Predator DDR3-2400 CL11,0,2400,1,32
HyperX Predator DDR3-2400 CL11,0,2400,1,16
HyperX Predator DDR3-2400 CL11,0,2400,1,8
HyperX Predator DDR4-3000 CL15,4689,3000,2,8
HyperX Predator DDR4-3000 CL15,6579,3000,2,16
HyperX Predator DDR4-3000 CL15,9379,3000,2,16
HyperX Predator DDR4-3200 CL16,4759,3200,2,8
HyperX Predator DDR4-3200 CL16,9519,3200,2,16
HyperX Predator DDR4-3200 CL16,11339,3200,2,32
HyperX Savage red DDR3-1600 CL9,0,1600,1,8
HyperX Savage red DDR3-1600 CL9,0,1600,1,4
HyperX Savage red DDR3-1600 CL9,0,1600,1,16
HyperX Savage red DDR3-1600 CL9,0,1600,1,8
HyperX Savage red DDR3-2133 CL11,0,2133,1,32
HyperX Savage red DDR3-2133 CL11,0,2133,1,16
HyperX Savage red DDR3-2133 CL11,0,2133,1,8
HyperX Savage red DDR3-2133 CL11,21917,2133,1,8
HyperX Savage red DDR3-2400 CL11,0,2400,1,32
HyperX Savage red DDR3-2400 CL11,0,2400,1,16
HyperX Savage red DDR3-2400 CL11,0,2400,1,8
HyperX Savage red DDR3-2400 CL11,0,2400,1,4
HyperX Savage red DDR3-2400 CL11,0,2400,1,8
HyperX Savage black DDR4-2133 CL13,0,2133,2,32
HyperX Savage black DDR4-2133 CL13,0,2133,2,8
HyperX Savage black DDR4-2133 CL13,0,2133,2,16
HyperX Savage black DDR4-2133 CL13,0,2133,2,16
HyperX Savage black DDR4-2400 CL12 XMP,0,2400,2,16
INNO3D iChill Memory,0,4000,2,16
Intenso Desktop Pro DDR3-1600 CL11,0,1600,1,16
Intenso Desktop Pro DDR3-1600 CL11,0,1600,1,4
Intenso Desktop Pro DDR4-2133 CL15,0,2133,2,16
Intenso Desktop Pro DDR4-2133 CL15,0,2133,2,8
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher",0,1333,1,8
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher   Single Rank",2627,1333,1,4
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher ECC",0,1333,1,8
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher   Single Rank",1889,1600,1,4
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher ECC",0,1600,1,4
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher ECC",0,1600,1,8
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher reg. ECC",0,1600,1,4
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher reg. ECC",0,1600,1,8
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher reg. ECC",0,1600,1,16
"Kingston Branded DDR4-2133 CL15, 1,2 V Systemspeicher",0,2133,2,8
"Kingston Branded DDR4-2133 CL15, 1,2 V Systemspeicher",0,2133,2,4
Kingston DDR3-1333  CL9 ECC,0,1333,1,16
Kingston DDR3-1333  ECC  - Lenovo branded,0,1333,1,8
Kingston DDR3-1333  ECC LV  - IBM branded,0,1333,1,16
Kingston DDR3-1333  ECC Registriert - Lenovo branded,0,1333,1,16
Kingston DDR3-1333 ECC  für ProLiant - HP branded,0,1333,1,8
Kingston DDR3-1333 reg ECC  - Dell branded,0,1333,1,8
Kingston DDR3-1333 Value CL9,2869,1333,1,8
Kingston DDR3-1333 Value CL9,5803,1333,1,16
Kingston DDR3-1600  ECC  - Fujitsu branded,0,1600,1,8
Kingston DDR3-1600  ECC  - HP branded,0,1600,1,8
Kingston DDR3-1600 ECC  - Dell branded,0,1600,1,8
Kingston DDR3-1600 reg ECC  für ProLiant - HP branded,0,1600,1,32
Kingston DDR4-2133 CL15 reg ECC  - Lenovo branded,0,2133,2,8
"Kingston DDR4-2133 ECC  - Dell branded PowerEdge R230, R330, T130, T330",0,2133,2,8
Kingston DDR4-2133 reg ECC  - Dell branded,0,2133,2,16
Kingston DDR4-2133 reg ECC  - Dell branded,1393,2133,2,8
Kingston DDR4-2133 reg ECC  - Dell branded,15761,2133,2,32
Kingston DDR4-2400 CL17 reg ECC   - HP branded,5739,2400,2,32
Kingston DDR4-2400 reg ECC  - Dell branded,12970,2400,2,32
Kingston Fury Beast,0,3600,2,16
Kingston Fury Beast,13545,3600,2,64
Kingston Fury Beast RGB,14270,3600,2,64
Kingston Fury Beast RGB,20368,3600,2,32
Kingston Fury Renegade,0,3600,2,32
Kingston Fury Renegade,0,3600,2,16
Kingston HyperX Predator,20999,3000,2,64
Kingston Server DIMM,0,2666,2,16
"Kingston Server DIMM, ECC REG, DDR4-2133, CL15 - 32 GB Kit",0,2133,2,32
Kingston Value  DDR3-1333  CL9,1679,1333,1,4
Kingston Value  DDR3-1333 CL9  Memory,601,1333,1,2
Kingston Value  DDR4-2133  CL15 reg. ECC,0,2133,2,4
Kingston Value  DDR4-2133  CL15 reg. ECC,0,2133,2,8
Kingston Value  DDR4-2133  CL15 reg. ECC,7465,2133,2,16
"Kingston Value  DDR4-2133 CL15 ECC, registriert",0,2133,2,8
Kingston Value  DDR4-2400  CL17,0,2400,2,4
Kingston Value DDR4-2133  CL15,0,2133,2,8
Samsung DDR4-2666,12389,2666,2,32
Samsung RDIMM,0,3200,2,16
Samsung RDIMM,0,3200,2,128
Samsung RDIMM,0,3200,2,32
Samsung RDIMM,12809,3200,2,64
Samsung Server DIMM,0,2666,2,32
"Team Group Dark Pro ""8Pack Edition""",0,3866,2,16
"Team Group Dark Pro ""8Pack Edition""",0,3200,2,16
"Team Group Dark Pro Series grey, DDR4-3000, CL15 - 8 GB Kit",0,3000,2,8
Team Group Dark Series black,0,3000,2,16
"Team Group Dark Series black, DDR4-2800, CL16 - 32 GB Kit",0,2800,2,32
Team Group Delta Series rote LED,0,2400,2,32
Team Group Delta Series rote LED,0,3000,2,32
Team Group Elite Plus Series black,0,2133,2,16
Team Group Elite Plus Series black,0,2400,2,32
Team Group Elite Plus Series black,0,2133,2,8
Team Group Elite Plus Series black,0,2400,2,16
Team Group Elite Plus Series black,0,2400,2,8
"Team Group Elite Plus Series black, DDR4-2400, CL16 - 16 GB Kit",0,2400,2,16
Team Group Elite Series black,0,2400,2,16
"Team Group T-Force Dark grey, DDR4-3000, CL16 - 8 GB Kit",0,3000,2,8
Team Group T-Force Dark ROG grey,0,3000,2,16
"Team Group T-Force Dark ROG red, DDR4-3000, CL 16 - 16 GB Dual-Kit",0,3000,2,16
"Team Group T-Force Dark red, DDR4-3000, CL16 - 8 GB Kit",0,3000,2,8
Team Group T-Force Nighthawk,0,2666,2,16
Team Group T-Force Nighthawk,0,3200,2,16
"Team Group T-Force Nighthawk, blaue LED, DDR4-3000, CL16 - 32 GB Kit",0,3000,2,32
"Team Group T-Force Nighthawk, rote LED, DDR4-3000, CL16 - 32 GB Kit",0,3000,2,32
"Team Group T-Force Nighthawk, weiße LED, DDR4-3000, CL16 - 32 GB Kit",0,3000,2,32
Team Group T-Force Vulcan Series grey,0,2400,2,16
Team Group T-Force Vulcan Series red,0,3000,2,16
Team Group T-Force Vulcan Series red,0,2400,2,16
Team Group T-Force Xtreem ARGB,0,4000,2,32
Team Group T-Force Xtreem ARGB,0,3600,2,32
Team Group T-Force Xtreem ARGB,0,4000,2,32
Team Group T-Force Xtreem ARGB,0,3600,2,16
Team Group T-Force Xtreem ARGB,0,3200,2,32
Team Group T-Force Xtreem ARGB,0,3600,2,16
Team Group T-Force Xtreem ARGB,0,3600,2,32
Team Group T-Force Xtreem ARGB,0,3200,2,16
Team Group T-Force Xtreem ARGB,0,4000,2,16
Team Group T-Force Xtreem ARGB,0,3600,2,64
Team Group T-Force Xtreem ARGB,0,4000,2,16
Team Group T-Force Xtreem ARGB,0,3600,2,64
Team Group T-Force Xtreem ARGB,0,3200,2,16
Team Group T-Force Xtreem ARGB,0,3600,2,32
Team Group T-Force Xtreem ARGB,0,3200,2,32
Team Group T-Force Xtreem ARGB,0,3600,2,16
Team Group T-Force Xtreem ARGB,0,3200,2,32
Team Group T-Force Xtreem ARGB,0,3200,2,64
Team Group T-Force Xtreem ARGB,4199,3200,2,16
Team Group T-Force Xtreem ARGB,20649,3200,2,64
"Team Group T-Force Xtreem gold, DDR4-3866, CL18 - 8 GB Kit",0,3866,2,8
"Team Group Xtreem ""8Pack Edition""",0,4133,2,16
"Team Group Xtreem ""8Pack Edition""",0,4500,2,16
"Team Group Xtreem ""8Pack Edition""",0,3600,2,32
"Team Group Xtreem ""8Pack Edition""",0,4000,2,32
"Team Group Xtreem ""8Pack Edition""",0,4000,2,16
"Team Group Xtreem ""8Pack Edition""",0,3200,2,32
"Team Group Xtreem silver, DDR4-3866, CL18 - 8 GB Kit",0,3866,2,8
Thermaltake Toughram RGB DDR4-3000 CL16 - 16 GB Dual-Kit,6299,3000,2,16
Thermaltake Toughram RGB DDR4-4000 CL19- 16 GB Dual-Kit,11565,4000,2,16
Thermaltake Toughram RGB DDR4-4400 CL19- 16 GB Dual-Kit,13833,4400,2,16
